,Name,DepTime,ArrTime,NetDuration,Stops,DepartureLoc,ArrivalLoc,Varient,Price
742,Vistara,18:25,16:55,22h 30m,1 Stop,Bangalore,Kolkata,UK-854/775,"22,069"
743,Vistara,19:55,16:55,21h 00m,1 Stop,Bangalore,Kolkata,UK-850/775,"23,644"
744,SpiceJet,13:10,16:45,27h 35m,1 Stop,Bangalore,Kolkata,SG-3325/3565,"24,608"
745,Air Asia,05:10,12:05,6h 55m,1 Stop,Bangalore,Kolkata,I5-1780/583,"25,098"
746,Air Asia,05:10,14:50,9h 40m,1 Stop,Bangalore,Kolkata,I5-1780/612,"25,098"
747,Air India,19:10,08:50,13h 40m,1 Stop,Bangalore,Kolkata,AI-610/675,"26,479"
748,Air India,08:20,08:50,24h 30m,1 Stop,Bangalore,Kolkata,AI-604/675,"26,479"
749,Air India,06:45,08:50,26h 05m,1 Stop,Bangalore,Kolkata,AI-640/675,"26,479"
750,Vistara,07:00,18:05,11h 05m,1 Stop,Bangalore,Kolkata,UK-810/737,"27,529"
751,Vistara,07:00,19:35,12h 35m,1 Stop,Bangalore,Kolkata,UK-810/707,"27,529"
752,Vistara,07:00,22:45,15h 45m,1 Stop,Bangalore,Kolkata,UK-810/727,"27,529"
753,SpiceJet,05:30,18:30,13h 00m,1 Stop,Bangalore,Kolkata,SG-327/3230,"28,473"
754,IndiGo,06:00,07:35,1h 35m,Non Stop,Bangalore,Mumbai,6E-5286,"6,529"
755,Vistara,06:40,08:15,1h 35m,Non Stop,Bangalore,Mumbai,UK-858,"6,529"
756,IndiGo,22:55,00:30,1h 35m,Non Stop,Bangalore,Mumbai,6E-5344,"6,529"
757,Go First,06:00,07:40,1h 40m,Non Stop,Bangalore,Mumbai,G8-385,"6,529"
758,IndiGo,17:50,19:30,1h 40m,Non Stop,Bangalore,Mumbai,6E-738,"6,529"
759,Air Asia,22:40,00:20,1h 40m,Non Stop,Bangalore,Mumbai,I5-334,"6,529"
760,Go First,17:45,19:30,1h 45m,Non Stop,Bangalore,Mumbai,G8-320,"6,529"
761,Air India,06:45,08:35,1h 50m,Non Stop,Bangalore,Mumbai,AI-640,"6,529"
762,IndiGo,07:00,08:50,1h 50m,Non Stop,Bangalore,Mumbai,6E-6479,"6,529"
763,Go First,08:15,10:05,1h 50m,Non Stop,Bangalore,Mumbai,G8-395,"6,529"
764,Air India,19:10,21:05,1h 55m,Non Stop,Bangalore,Mumbai,AI-610,"6,529"
765,Go First,21:30,23:30,2h 00m,Non Stop,Bangalore,Mumbai,G8-399,"6,529"
766,Air India,08:20,10:35,2h 15m,Non Stop,Bangalore,Mumbai,AI-604,"6,529"
767,IndiGo,07:00,11:40,4h 40m,1 Stop,Bangalore,Mumbai,6E-6269/5276,"6,529"
768,IndiGo,09:50,14:45,4h 55m,1 Stop,Bangalore,Mumbai,6E-541/5371,"6,529"
769,IndiGo,17:25,22:30,5h 05m,1 Stop,Bangalore,Mumbai,6E-356/6149,"6,529"
770,IndiGo,08:05,13:40,5h 35m,1 Stop,Bangalore,Mumbai,6E-6825/591,"6,529"
771,IndiGo,18:35,00:15,5h 40m,1 Stop,Bangalore,Mumbai,6E-6017/5385,"6,529"
772,IndiGo,08:55,14:45,5h 50m,1 Stop,Bangalore,Mumbai,6E-886/6699,"6,529"
773,IndiGo,10:20,16:20,6h 00m,1 Stop,Bangalore,Mumbai,6E-496/6349,"6,529"
774,IndiGo,07:00,13:40,6h 40m,1 Stop,Bangalore,Mumbai,6E-6269/591,"6,529"
775,IndiGo,08:05,14:45,6h 40m,1 Stop,Bangalore,Mumbai,6E-6825/5371,"6,529"
776,IndiGo,17:25,00:15,6h 50m,1 Stop,Bangalore,Mumbai,6E-356/5385,"6,529"
777,IndiGo,09:05,16:40,7h 35m,1 Stop,Bangalore,Mumbai,6E-651/5396,"6,529"
778,IndiGo,14:50,22:30,7h 40m,1 Stop,Bangalore,Mumbai,6E-841/6149,"6,529"
779,SpiceJet,09:30,18:10,8h 40m,1 Stop,Bangalore,Mumbai,SG-693/114,"6,529"
780,SpiceJet,09:30,18:55,9h 25m,1 Stop,Bangalore,Mumbai,SG-693/116,"6,529"
781,SpiceJet,21:20,14:55,17h 35m,1 Stop,Bangalore,Mumbai,SG-324/454,"6,529"
782,SpiceJet,06:05,23:55,17h 50m,1 Stop,Bangalore,Mumbai,SG-3027/612,"6,529"
783,SpiceJet,05:55,23:55,18h 00m,1 Stop,Bangalore,Mumbai,SG-136/711,"6,529"
784,SpiceJet,21:20,18:50,21h 30m,1 Stop,Bangalore,Mumbai,SG-324/487,"6,529"
785,SpiceJet,14:45,13:40,22h 55m,1 Stop,Bangalore,Mumbai,SG-768/392,"6,529"
786,IndiGo,14:05,15:35,1h 30m,Non Stop,Bangalore,Mumbai,6E-5351,"6,634"
787,IndiGo,16:25,18:00,1h 35m,Non Stop,Bangalore,Mumbai,6E-5251,"6,634"
788,IndiGo,19:35,21:10,1h 35m,Non Stop,Bangalore,Mumbai,6E-6223,"6,634"
789,IndiGo,21:25,23:00,1h 35m,Non Stop,Bangalore,Mumbai,6E-6818,"6,634"
790,IndiGo,08:20,10:00,1h 40m,Non Stop,Bangalore,Mumbai,6E-5323,"6,634"
791,IndiGo,07:10,12:10,5h 00m,1 Stop,Bangalore,Mumbai,6E-484/5387,"6,928"
792,IndiGo,15:45,23:10,7h 25m,1 Stop,Bangalore,Mumbai,6E-6067/5316,"6,928"
793,SpiceJet,05:55,22:00,16h 05m,1 Stop,Bangalore,Mumbai,SG-136/8169,"6,949"
794,IndiGo,12:20,13:50,1h 30m,Non Stop,Bangalore,Mumbai,6E-6258,"7,054"
795,Vistara,21:40,23:25,1h 45m,Non Stop,Bangalore,Mumbai,UK-866,"7,054"
796,IndiGo,07:10,14:45,7h 35m,1 Stop,Bangalore,Mumbai,6E-484/6699,"7,327"
797,Vistara,19:00,20:45,1h 45m,Non Stop,Bangalore,Mumbai,UK-864,"7,579"
798,Vistara,18:25,20:15,1h 50m,Non Stop,Bangalore,Mumbai,UK-854,"7,579"
799,IndiGo,10:10,11:45,1h 35m,Non Stop,Bangalore,Mumbai,6E-488,"7,684"
800,Vistara,08:30,10:15,1h 45m,Non Stop,Bangalore,Mumbai,UK-846,"8,104"
801,Vistara,09:30,11:25,1h 55m,Non Stop,Bangalore,Mumbai,UK-852,"8,629"
802,Vistara,19:55,21:50,1h 55m,Non Stop,Bangalore,Mumbai,UK-850,"9,154"
803,Air India,06:10,12:35,6h 25m,1 Stop,Bangalore,Mumbai,AI-804/865,"9,472"
804,Air India,13:20,21:35,8h 15m,2 Stop(s),Bangalore,Mumbai,AI-501/441,"9,472"
805,Air India,13:20,22:10,8h 50m,1 Stop,Bangalore,Mumbai,AI-501/805,"9,472"
806,Air India,06:10,16:15,10h 05m,1 Stop,Bangalore,Mumbai,AI-804/863,"9,472"
807,Air India,13:20,00:20,11h 00m,1 Stop,Bangalore,Mumbai,AI-501/605,"9,472"
808,Air India,06:10,18:10,12h 00m,2 Stop(s),Bangalore,Mumbai,AI-804/636,"9,472"
809,Air India,06:10,21:35,15h 25m,2 Stop(s),Bangalore,Mumbai,AI-804/441,"9,472"
810,Air India,06:10,22:10,16h 00m,1 Stop,Bangalore,Mumbai,AI-804/805,"9,472"
811,Air India,06:10,00:20,18h 10m,1 Stop,Bangalore,Mumbai,AI-804/605,"9,472"
812,Air India,13:20,09:05,19h 45m,1 Stop,Bangalore,Mumbai,AI-501/887,"9,472"
813,Air India,13:20,10:10,20h 50m,1 Stop,Bangalore,Mumbai,AI-501/665,"9,472"
814,Air India,13:20,12:35,23h 15m,1 Stop,Bangalore,Mumbai,AI-501/865,"9,472"
815,IndiGo,21:40,01:30,3h 50m,1 Stop,Bangalore,Mumbai,6E-806/5248,"9,522"
816,IndiGo,00:35,08:15,7h 40m,1 Stop,Bangalore,Mumbai,6E-947/137,"9,522"
817,IndiGo,10:15,14:45,4h 30m,1 Stop,Bangalore,Mumbai,6E-537/6699,"9,721"
818,Air India,17:00,00:20,7h 20m,1 Stop,Bangalore,Mumbai,AI-503/605,"10,050"
819,Air India,17:00,09:05,16h 05m,1 Stop,Bangalore,Mumbai,AI-503/887,"10,050"
820,Air India,17:00,10:10,17h 10m,1 Stop,Bangalore,Mumbai,AI-503/665,"10,050"
821,Air India,11:35,23:50,12h 15m,2 Stop(s),Bangalore,Mumbai,AI-508/698,"10,099"
822,Air Asia,10:55,17:05,6h 10m,1 Stop,Bangalore,Mumbai,I5-1622/424,"10,205"
823,Air Asia,05:10,17:05,11h 55m,1 Stop,Bangalore,Mumbai,I5-1981/424,"10,205"
824,Air Asia,14:25,23:45,9h 20m,2 Stop(s),Bangalore,Mumbai,I5-972/472,"10,317"
825,Air Asia,14:25,06:30,16h 05m,2 Stop(s),Bangalore,Mumbai,I5-972/335,"10,317"
826,IndiGo,18:50,23:10,4h 20m,1 Stop,Bangalore,Mumbai,6E-638/5316,"10,519"
827,IndiGo,14:50,19:55,5h 05m,1 Stop,Bangalore,Mumbai,6E-841/5381,"10,519"
828,IndiGo,14:50,21:25,6h 35m,1 Stop,Bangalore,Mumbai,6E-841/5278,"10,519"
829,Vistara,07:45,14:30,6h 45m,1 Stop,Bangalore,Mumbai,UK-897/878,"10,834"
830,Vistara,07:45,23:00,15h 15m,1 Stop,Bangalore,Mumbai,UK-897/876,"10,834"
831,Vistara,07:45,08:40,24h 55m,1 Stop,Bangalore,Mumbai,UK-897/872,"10,834"
832,Vistara,07:45,10:00,26h 15m,1 Stop,Bangalore,Mumbai,UK-897/874,"10,834"
833,Air India,10:00,16:15,6h 15m,1 Stop,Bangalore,Mumbai,AI-505/863,"10,974"
834,Air India,10:00,18:10,8h 10m,2 Stop(s),Bangalore,Mumbai,AI-505/636,"10,974"
835,Air India,10:00,21:35,11h 35m,2 Stop(s),Bangalore,Mumbai,AI-505/441,"10,974"
836,Air India,10:00,22:10,12h 10m,1 Stop,Bangalore,Mumbai,AI-505/805,"10,974"
837,IndiGo,18:25,23:30,5h 05m,1 Stop,Bangalore,Mumbai,6E-6875/5321,"11,317"
838,IndiGo,19:25,01:30,6h 05m,1 Stop,Bangalore,Mumbai,6E-588/5248,"11,517"
839,Go First,15:45,01:20,9h 35m,1 Stop,Bangalore,Mumbai,G8-285/380,"11,990"
840,Go First,05:20,15:00,9h 40m,1 Stop,Bangalore,Mumbai,G8-801/2505,"12,172"
841,Vistara,11:30,17:40,6h 10m,1 Stop,Bangalore,Mumbai,UK-816/933,"12,464"
842,Vistara,11:30,19:05,7h 35m,1 Stop,Bangalore,Mumbai,UK-816/941,"12,464"
843,Vistara,12:45,14:45,26h 00m,1 Stop,Bangalore,Mumbai,UK-867/842,"12,724"
844,IndiGo,13:00,17:55,4h 55m,1 Stop,Bangalore,Mumbai,6E-6345/714,"12,777"
845,IndiGo,13:00,19:45,6h 45m,1 Stop,Bangalore,Mumbai,6E-6345/6386,"12,777"
846,Air Asia,13:40,23:45,10h 05m,1 Stop,Bangalore,Mumbai,I5-1453/472,"12,906"
847,Go First,11:50,21:00,9h 10m,1 Stop,Bangalore,Mumbai,G8-374/388,"13,035"
848,Vistara,21:15,11:35,14h 20m,1 Stop,Bangalore,Mumbai,UK-814/927,"13,220"
849,IndiGo,12:35,19:15,6h 40m,1 Stop,Bangalore,Mumbai,6E-6491/6268,"13,711"
850,Go First,17:15,01:55,8h 40m,1 Stop,Bangalore,Mumbai,G8-803/413,"13,956"
851,Vistara,21:15,08:00,10h 45m,1 Stop,Bangalore,Mumbai,UK-814/975,"13,976"
852,Vistara,21:15,11:10,13h 55m,1 Stop,Bangalore,Mumbai,UK-814/963,"13,976"
853,SpiceJet,21:50,09:35,11h 45m,1 Stop,Bangalore,Mumbai,SG-536/8701,"14,621"
854,Vistara,09:45,16:30,6h 45m,1 Stop,Bangalore,Mumbai,UK-806/951,"14,732"
855,Vistara,09:45,17:40,7h 55m,1 Stop,Bangalore,Mumbai,UK-806/933,"14,732"
856,Vistara,09:45,19:05,9h 20m,1 Stop,Bangalore,Mumbai,UK-806/941,"14,732"
857,Vistara,21:15,12:35,15h 20m,1 Stop,Bangalore,Mumbai,UK-814/995,"14,732"
858,SpiceJet,09:25,10:35,25h 10m,1 Stop,Bangalore,Mumbai,SG-3023/3002,"14,981"
859,SpiceJet,05:55,21:10,15h 15m,1 Stop,Bangalore,Mumbai,SG-136/8709,"15,093"
860,Go First,21:30,04:50,7h 20m,1 Stop,Bangalore,Mumbai,G8-118/2501,"15,216"
861,Go First,05:45,13:10,7h 25m,1 Stop,Bangalore,Mumbai,G8-116/338,"15,216"
862,Go First,21:30,08:10,10h 40m,1 Stop,Bangalore,Mumbai,G8-118/530,"15,216"
863,Go First,21:30,09:15,11h 45m,1 Stop,Bangalore,Mumbai,G8-118/334,"15,216"
864,Go First,05:45,18:00,12h 15m,1 Stop,Bangalore,Mumbai,G8-116/392,"15,216"
865,Go First,06:00,16:00,10h 00m,1 Stop,Bangalore,Mumbai,G8-873/352,"15,244"
866,Go First,12:20,21:10,8h 50m,1 Stop,Bangalore,Mumbai,G8-808/396,"16,046"
867,Air India,18:35,16:25,21h 50m,1 Stop,Bangalore,Mumbai,AI-565/626,"16,189"
868,Go First,09:05,17:45,8h 40m,1 Stop,Bangalore,Mumbai,G8-405/350,"16,372"
869,SpiceJet,21:50,21:10,23h 20m,1 Stop,Bangalore,Mumbai,SG-536/8709,"16,446"
870,Air India,11:35,17:15,5h 40m,1 Stop,Bangalore,Mumbai,AI-508/670,"16,504"
871,Vistara,11:30,11:30,24h 00m,1 Stop,Bangalore,Mumbai,UK-657/654,"16,504"
872,IndiGo,09:55,15:20,5h 25m,1 Stop,Bangalore,Mumbai,6E-113/5394,"17,029"
873,IndiGo,07:55,15:20,7h 25m,1 Stop,Bangalore,Mumbai,6E-6445/5394,"17,029"
874,Vistara,08:00,15:00,7h 00m,1 Stop,Bangalore,Mumbai,UK-808/993,"17,239"
875,Vistara,08:00,16:30,8h 30m,1 Stop,Bangalore,Mumbai,UK-808/951,"17,239"
876,Vistara,08:00,17:40,9h 40m,1 Stop,Bangalore,Mumbai,UK-808/933,"17,239"
877,Air India,13:20,16:25,27h 05m,2 Stop(s),Bangalore,Mumbai,AI-501/811/626,"17,242"
878,Air India,18:35,23:35,29h 00m,2 Stop(s),Bangalore,Mumbai,AI-565/432/605,"17,242"
879,Air India,18:35,21:35,27h 00m,3 Stop(s),Bangalore,Mumbai,AI-565/432/441,"17,452"
880,Vistara,08:00,14:00,6h 00m,1 Stop,Bangalore,Mumbai,UK-808/945,"17,764"
881,IndiGo,15:45,20:35,4h 50m,1 Stop,Bangalore,Mumbai,6E-6067/5389,"17,817"
882,Vistara,07:45,19:05,11h 20m,2 Stop(s),Bangalore,Mumbai,UK-897/880/941,"18,092"
883,Vistara,11:30,20:05,8h 35m,1 Stop,Bangalore,Mumbai,UK-816/955,"18,289"
884,Air India,06:10,17:15,11h 05m,2 Stop(s),Bangalore,Mumbai,AI-804/877/670,"18,397"
885,Vistara,17:30,11:35,18h 05m,2 Stop(s),Bangalore,Mumbai,UK-915/912/927,"18,722"
886,Vistara,17:30,14:00,20h 30m,2 Stop(s),Bangalore,Mumbai,UK-915/912/945,"18,722"
887,Vistara,17:30,14:00,20h 30m,2 Stop(s),Bangalore,Mumbai,UK-915/914/945,"18,722"
888,Vistara,17:30,16:30,23h 00m,2 Stop(s),Bangalore,Mumbai,UK-915/914/951,"18,722"
889,Vistara,11:30,21:35,10h 05m,1 Stop,Bangalore,Mumbai,UK-657/652,"18,762"
890,Vistara,09:45,20:05,10h 20m,1 Stop,Bangalore,Mumbai,UK-806/955,"19,549"
891,Vistara,17:30,08:00,14h 30m,2 Stop(s),Bangalore,Mumbai,UK-915/912/975,"19,562"
892,Vistara,17:30,11:10,17h 40m,2 Stop(s),Bangalore,Mumbai,UK-915/912/963,"19,562"
893,Vistara,17:30,15:00,21h 30m,2 Stop(s),Bangalore,Mumbai,UK-915/914/993,"19,562"
894,Vistara,17:45,23:55,6h 10m,1 Stop,Bangalore,Mumbai,UK-820/981,"20,284"
895,Air India,11:35,09:05,21h 30m,2 Stop(s),Bangalore,Mumbai,AI-508/474/887,"21,439"
896,SpiceJet,21:50,22:00,24h 10m,1 Stop,Bangalore,Mumbai,SG-536/8169,"22,850"
897,Vistara,07:00,15:00,8h 00m,1 Stop,Bangalore,Mumbai,UK-810/993,"27,529"
898,Vistara,07:00,16:30,9h 30m,1 Stop,Bangalore,Mumbai,UK-810/951,"27,529"
899,Go First,05:45,16:10,10h 25m,1 Stop,Bangalore,Mumbai,G8-116/336,"27,810"
900,Vistara,07:00,14:00,7h 00m,1 Stop,Bangalore,Mumbai,UK-810/945,"28,054"
901,IndiGo,05:55,07:10,1h 15m,Non Stop,Bangalore,Trivandrum,6E-873,"5,374"
902,IndiGo,09:05,10:25,1h 20m,Non Stop,Bangalore,Trivandrum,6E-688,"5,374"
903,IndiGo,11:25,12:45,1h 20m,Non Stop,Bangalore,Trivandrum,6E-6144,"5,374"
904,IndiGo,15:55,17:15,1h 20m,Non Stop,Bangalore,Trivandrum,6E-6502,"5,374"
905,IndiGo,08:05,13:05,5h 00m,1 Stop,Bangalore,Trivandrum,6E-6825/563,"9,732"
906,IndiGo,07:00,13:05,6h 05m,1 Stop,Bangalore,Trivandrum,6E-6269/563,"9,732"
907,IndiGo,14:50,18:30,3h 40m,1 Stop,Bangalore,Trivandrum,6E-841/998,"10,572"
908,IndiGo,11:10,18:30,7h 20m,1 Stop,Bangalore,Trivandrum,6E-6212/998,"10,572"
909,IndiGo,09:50,18:30,8h 40m,1 Stop,Bangalore,Trivandrum,6E-541/998,"10,572"
910,Air India,08:20,19:40,11h 20m,1 Stop,Bangalore,Trivandrum,AI-604/667,"13,459"
911,Air India,06:45,19:40,12h 55m,1 Stop,Bangalore,Trivandrum,AI-640/667,"13,459"
912,Vistara,11:30,11:25,23h 55m,1 Stop,Bangalore,Trivandrum,UK-816/895,"15,320"
913,Vistara,21:15,11:25,14h 10m,1 Stop,Bangalore,Trivandrum,UK-814/895,"16,076"
914,Air India,06:10,19:40,13h 30m,2 Stop(s),Bangalore,Trivandrum,AI-804/863/667,"16,402"
915,Air India,06:10,19:40,13h 30m,2 Stop(s),Bangalore,Trivandrum,AI-804/865/667,"16,402"
916,Air India,19:10,19:40,24h 30m,1 Stop,Bangalore,Trivandrum,AI-610/667,"16,714"
917,Air India,10:00,19:40,9h 40m,2 Stop(s),Bangalore,Trivandrum,AI-505/863/667,"17,904"
918,Vistara,09:45,11:25,25h 40m,1 Stop,Bangalore,Trivandrum,UK-806/895,"18,176"
919,Air India,06:10,17:45,11h 35m,1 Stop,Bangalore,Trivandrum,AI-804/801,"18,919"
920,Air India,13:20,17:45,28h 25m,1 Stop,Bangalore,Trivandrum,AI-501/801,"18,919"
921,Air India,17:00,17:45,24h 45m,1 Stop,Bangalore,Trivandrum,AI-503/801,"19,444"
922,Air India,13:20,19:40,30h 20m,2 Stop(s),Bangalore,Trivandrum,AI-501/665/667,"19,657"
923,Air India,13:20,19:40,30h 20m,2 Stop(s),Bangalore,Trivandrum,AI-501/887/667,"19,657"
924,Air India,13:20,19:40,30h 20m,2 Stop(s),Bangalore,Trivandrum,AI-501/605/667,"19,657"
925,Air India,13:20,19:40,30h 20m,2 Stop(s),Bangalore,Trivandrum,AI-501/805/667,"19,657"
926,Air India,06:10,19:40,37h 30m,2 Stop(s),Bangalore,Trivandrum,AI-804/805/667,"19,657"
927,Air India,10:00,17:45,7h 45m,1 Stop,Bangalore,Trivandrum,AI-505/801,"19,969"
928,Air India,17:00,19:40,26h 40m,2 Stop(s),Bangalore,Trivandrum,AI-503/605/667,"20,235"
929,Air India,17:00,19:40,26h 40m,2 Stop(s),Bangalore,Trivandrum,AI-503/665/667,"20,235"
930,Air India,17:00,19:40,26h 40m,2 Stop(s),Bangalore,Trivandrum,AI-503/887/667,"20,235"
931,Air India,17:00,19:40,26h 40m,2 Stop(s),Bangalore,Trivandrum,AI-503/863/667,"20,235"
932,Air India,17:00,19:40,26h 40m,2 Stop(s),Bangalore,Trivandrum,AI-503/865/667,"20,235"
933,Air India,10:00,19:40,33h 40m,2 Stop(s),Bangalore,Trivandrum,AI-505/805/667,"21,159"
934,Vistara,19:00,11:25,16h 25m,2 Stop(s),Bangalore,Trivandrum,UK-864/950/895,"21,578"
935,Vistara,19:00,11:25,16h 25m,2 Stop(s),Bangalore,Trivandrum,UK-864/986/895,"21,578"
936,Vistara,18:25,11:25,17h 00m,2 Stop(s),Bangalore,Trivandrum,UK-854/950/895,"21,578"
937,Vistara,19:40,11:25,15h 45m,1 Stop,Bangalore,Trivandrum,UK-818/895,"21,754"
938,Vistara,18:50,11:25,16h 35m,1 Stop,Bangalore,Trivandrum,UK-802/895,"21,754"
939,Vistara,17:45,11:25,17h 40m,1 Stop,Bangalore,Trivandrum,UK-820/895,"21,754"
940,Vistara,08:00,11:25,27h 25m,1 Stop,Bangalore,Trivandrum,UK-808/895,"22,804"
941,Vistara,19:55,11:25,15h 30m,2 Stop(s),Bangalore,Trivandrum,UK-850/986/895,"23,153"
942,Vistara,07:00,11:25,28h 25m,1 Stop,Bangalore,Trivandrum,UK-810/895,"31,099"
943,IndiGo,08:05,09:05,1h 00m,Non Stop,Bangalore,Chennai,6E-6825,"4,849"
944,IndiGo,09:50,10:50,1h 00m,Non Stop,Bangalore,Chennai,6E-541,"4,849"
945,IndiGo,11:10,12:10,1h 00m,Non Stop,Bangalore,Chennai,6E-6212,"4,849"
946,Air Asia,16:15,17:15,1h 00m,Non Stop,Bangalore,Chennai,I5-2461,"4,849"
947,IndiGo,07:00,08:05,1h 05m,Non Stop,Bangalore,Chennai,6E-6269,"4,849"
948,IndiGo,14:50,15:55,1h 05m,Non Stop,Bangalore,Chennai,6E-841,"4,849"
949,IndiGo,17:25,18:30,1h 05m,Non Stop,Bangalore,Chennai,6E-356,"4,849"
950,SpiceJet,06:05,07:15,1h 10m,Non Stop,Bangalore,Chennai,SG-3027,"4,849"
951,IndiGo,18:35,19:40,1h 05m,Non Stop,Bangalore,Chennai,6E-6017,"6,109"
952,Vistara,06:40,08:50,26h 10m,1 Stop,Bangalore,Chennai,UK-858/821,"10,952"
953,Vistara,06:40,11:50,5h 10m,1 Stop,Bangalore,Chennai,UK-858/825,"11,792"
954,Vistara,21:40,08:50,11h 10m,1 Stop,Bangalore,Chennai,UK-866/821,"11,792"
955,Vistara,06:40,19:50,13h 10m,1 Stop,Bangalore,Chennai,UK-858/823,"12,632"
956,Vistara,19:00,08:50,13h 50m,1 Stop,Bangalore,Chennai,UK-864/821,"12,632"
957,Vistara,18:25,08:50,14h 25m,1 Stop,Bangalore,Chennai,UK-854/821,"12,632"
958,Vistara,21:40,13:40,16h 00m,1 Stop,Bangalore,Chennai,UK-866/825,"12,632"
959,Vistara,19:00,13:40,18h 40m,1 Stop,Bangalore,Chennai,UK-864/825,"12,632"
960,Vistara,18:25,13:40,19h 15m,1 Stop,Bangalore,Chennai,UK-854/825,"12,632"
961,Go First,21:30,07:45,10h 15m,1 Stop,Bangalore,Chennai,G8-399/305,"13,321"
962,Go First,17:45,07:45,14h 00m,1 Stop,Bangalore,Chennai,G8-320/305,"13,321"
963,Air India,19:10,07:25,12h 15m,1 Stop,Bangalore,Chennai,AI-610/570,"13,459"
964,Air India,08:20,07:25,23h 05m,1 Stop,Bangalore,Chennai,AI-604/570,"13,459"
965,Air India,06:45,07:25,24h 40m,1 Stop,Bangalore,Chennai,AI-640/570,"13,459"
966,Vistara,08:30,19:50,11h 20m,1 Stop,Bangalore,Chennai,UK-846/823,"13,472"
967,Vistara,08:30,08:50,24h 20m,1 Stop,Bangalore,Chennai,UK-846/821,"13,472"
968,Vistara,11:30,22:45,11h 15m,1 Stop,Bangalore,Chennai,UK-816/835,"14,480"
969,Vistara,21:15,16:20,19h 05m,1 Stop,Bangalore,Chennai,UK-814/839,"14,480"
970,Vistara,11:30,16:20,28h 50m,1 Stop,Bangalore,Chennai,UK-816/839,"14,480"
971,Vistara,09:45,22:45,13h 00m,1 Stop,Bangalore,Chennai,UK-806/835,"15,152"
972,Vistara,09:30,08:50,23h 20m,1 Stop,Bangalore,Chennai,UK-852/821,"15,559"
973,Vistara,19:55,08:50,12h 55m,1 Stop,Bangalore,Chennai,UK-850/821,"16,084"
974,Air India,13:20,07:25,18h 05m,2 Stop(s),Bangalore,Chennai,AI-501/605/570,"16,402"
975,Air India,13:20,07:25,18h 05m,2 Stop(s),Bangalore,Chennai,AI-501/805/570,"16,402"
976,Air India,06:10,07:25,25h 15m,2 Stop(s),Bangalore,Chennai,AI-804/865/570,"16,402"
977,Vistara,09:30,19:50,10h 20m,1 Stop,Bangalore,Chennai,UK-852/823,"16,609"
978,Air India,17:00,07:25,14h 25m,2 Stop(s),Bangalore,Chennai,AI-503/605/570,"16,980"
979,Vistara,19:55,13:40,17h 45m,1 Stop,Bangalore,Chennai,UK-850/825,"17,134"
980,Air India,13:20,08:55,19h 35m,1 Stop,Bangalore,Chennai,AI-501/439,"17,239"
981,Air India,06:10,08:55,26h 45m,1 Stop,Bangalore,Chennai,AI-804/439,"17,239"
982,Vistara,21:40,19:50,22h 10m,1 Stop,Bangalore,Chennai,UK-866/823,"17,659"
983,Air India,17:00,08:55,15h 55m,1 Stop,Bangalore,Chennai,AI-503/439,"17,764"
984,Vistara,11:30,20:15,8h 45m,1 Stop,Bangalore,Chennai,UK-816/837,"18,079"
985,Air India,13:20,23:35,10h 15m,1 Stop,Bangalore,Chennai,AI-501/540,"18,079"
986,Air India,06:10,23:35,17h 25m,1 Stop,Bangalore,Chennai,AI-804/540,"18,079"
987,Vistara,11:30,09:50,22h 20m,1 Stop,Bangalore,Chennai,UK-816/833,"18,079"
988,Vistara,19:00,19:50,24h 50m,1 Stop,Bangalore,Chennai,UK-864/823,"18,184"
989,Vistara,18:25,19:50,25h 25m,1 Stop,Bangalore,Chennai,UK-854/823,"18,184"
990,Air India,10:00,08:55,22h 55m,1 Stop,Bangalore,Chennai,AI-505/439,"18,289"
991,Vistara,21:15,09:50,12h 35m,1 Stop,Bangalore,Chennai,UK-814/833,"18,499"
992,Air India,19:10,10:55,15h 45m,1 Stop,Bangalore,Chennai,AI-610/671,"18,709"
993,Air India,08:20,10:55,26h 35m,1 Stop,Bangalore,Chennai,AI-604/671,"18,709"
994,Vistara,08:00,22:45,14h 45m,1 Stop,Bangalore,Chennai,UK-808/835,"18,919"
995,Air India,10:00,23:35,13h 35m,1 Stop,Bangalore,Chennai,AI-505/540,"19,129"
996,Vistara,09:45,16:20,6h 35m,1 Stop,Bangalore,Chennai,UK-806/839,"19,339"
997,Vistara,09:45,20:15,10h 30m,1 Stop,Bangalore,Chennai,UK-806/837,"19,339"
998,Vistara,09:45,09:50,24h 05m,1 Stop,Bangalore,Chennai,UK-806/833,"19,339"
999,Vistara,19:55,19:50,23h 55m,1 Stop,Bangalore,Chennai,UK-850/823,"19,759"
1000,Vistara,19:40,16:20,20h 40m,1 Stop,Bangalore,Chennai,UK-818/839,"19,864"
1001,Vistara,18:50,16:20,21h 30m,1 Stop,Bangalore,Chennai,UK-802/839,"19,864"
1002,Vistara,17:45,16:20,22h 35m,1 Stop,Bangalore,Chennai,UK-820/839,"19,864"
1003,Vistara,08:00,16:20,8h 20m,1 Stop,Bangalore,Chennai,UK-808/839,"19,969"
1004,Vistara,08:00,20:15,12h 15m,1 Stop,Bangalore,Chennai,UK-808/837,"19,969"
1005,Vistara,19:40,09:50,14h 10m,1 Stop,Bangalore,Chennai,UK-818/833,"20,914"
1006,Vistara,18:50,09:50,15h 00m,1 Stop,Bangalore,Chennai,UK-802/833,"20,914"
