,Name,DepTime,ArrTime,NetDuration,Stops,DepartureLoc,ArrivalLoc,Varient,Price
1272,Air India,09:30,11:10,1h 40m,Non Stop,Mumbai,Bangalore,AI-639,"8,043"
1273,Vistara,21:30,23:10,1h 40m,Non Stop,Mumbai,Bangalore,UK-857,"8,358"
1274,Vistara,09:05,10:45,1h 40m,Non Stop,Mumbai,Bangalore,UK-863,"9,408"
1275,Air Asia,20:40,08:15,11h 35m,1 Stop,Mumbai,Bangalore,I5-679/819,"9,411"
1276,SpiceJet,15:35,23:55,8h 20m,1 Stop,Mumbai,Bangalore,SG-455/325,"9,464"
1277,Go First,05:00,15:05,10h 05m,1 Stop,Mumbai,Bangalore,G8-575/286,"9,723"
1278,IndiGo,19:55,23:40,3h 45m,1 Stop,Mumbai,Bangalore,6E-192/6505,"9,776"
1279,IndiGo,09:00,13:10,4h 10m,1 Stop,Mumbai,Bangalore,6E-6603/827,"9,776"
1280,IndiGo,06:05,10:35,4h 30m,1 Stop,Mumbai,Bangalore,6E-461/6066,"9,776"
1281,IndiGo,04:55,09:30,4h 35m,1 Stop,Mumbai,Bangalore,6E-128/921,"9,776"
1282,IndiGo,22:20,03:35,5h 15m,1 Stop,Mumbai,Bangalore,6E-977/948,"9,776"
1283,IndiGo,18:05,23:40,5h 35m,1 Stop,Mumbai,Bangalore,6E-5386/6505,"9,776"
1284,IndiGo,17:15,23:40,6h 25m,1 Stop,Mumbai,Bangalore,6E-5388/6505,"9,776"
1285,IndiGo,06:05,13:10,7h 05m,1 Stop,Mumbai,Bangalore,6E-461/827,"9,776"
1286,Vistara,10:45,19:10,8h 25m,1 Stop,Mumbai,Bangalore,UK-877/894,"9,828"
1287,Vistara,06:20,19:10,12h 50m,1 Stop,Mumbai,Bangalore,UK-873/894,"9,828"
1288,IndiGo,16:05,23:40,7h 35m,1 Stop,Mumbai,Bangalore,6E-5314/6505,"10,143"
1289,IndiGo,11:10,19:20,8h 10m,1 Stop,Mumbai,Bangalore,6E-6697/6417,"10,406"
1290,Air India,08:55,16:15,7h 20m,1 Stop,Mumbai,Bangalore,AI-806/502,"10,703"
1291,Air India,07:05,16:15,9h 10m,2 Stop(s),Mumbai,Bangalore,AI-635/502,"10,703"
1292,Air India,07:00,16:15,9h 15m,1 Stop,Mumbai,Bangalore,AI-864/502,"10,703"
1293,SpiceJet,11:15,23:55,12h 40m,1 Stop,Mumbai,Bangalore,SG-488/325,"10,837"
1294,IndiGo,16:55,22:20,5h 25m,1 Stop,Mumbai,Bangalore,6E-399/589,"11,036"
1295,IndiGo,11:10,17:55,6h 45m,1 Stop,Mumbai,Bangalore,6E-6697/6319,"11,036"
1296,IndiGo,16:55,00:25,7h 30m,1 Stop,Mumbai,Bangalore,6E-399/6806,"11,036"
1297,Vistara,19:10,20:55,1h 45m,Non Stop,Mumbai,Bangalore,UK-865,"11,088"
1298,IndiGo,14:50,21:20,6h 30m,1 Stop,Mumbai,Bangalore,6E-7292/7161,"11,141"
1299,Go First,11:30,15:05,3h 35m,1 Stop,Mumbai,Bangalore,G8-331/286,"11,403"
1300,IndiGo,05:35,09:55,4h 20m,1 Stop,Mumbai,Bangalore,6E-136/6137,"11,403"
1301,IndiGo,16:45,22:20,5h 35m,1 Stop,Mumbai,Bangalore,6E-5277/6225,"11,403"
1302,IndiGo,05:35,12:10,6h 35m,1 Stop,Mumbai,Bangalore,6E-136/6892,"11,403"
1303,IndiGo,10:15,17:15,7h 00m,1 Stop,Mumbai,Bangalore,6E-5307/6302,"11,403"
1304,Air India,18:00,00:05,6h 05m,1 Stop,Mumbai,Bangalore,AI-660/504,"11,627"
1305,Air India,16:00,00:05,8h 05m,1 Stop,Mumbai,Bangalore,AI-687/504,"11,627"
1306,Air India,15:25,00:05,8h 40m,2 Stop(s),Mumbai,Bangalore,AI-442/504,"11,627"
1307,Air India,13:00,00:05,11h 05m,1 Stop,Mumbai,Bangalore,AI-677/504,"11,627"
1308,Air India,08:55,00:05,15h 10m,1 Stop,Mumbai,Bangalore,AI-806/504,"11,627"
1309,Air India,07:05,00:05,17h 00m,2 Stop(s),Mumbai,Bangalore,AI-635/504,"11,627"
1310,Air India,07:00,00:05,17h 05m,1 Stop,Mumbai,Bangalore,AI-864/504,"11,627"
1311,IndiGo,17:15,21:35,4h 20m,1 Stop,Mumbai,Bangalore,6E-5388/285,"11,666"
1312,IndiGo,09:00,14:00,5h 00m,1 Stop,Mumbai,Bangalore,6E-908/6605,"11,666"
1313,IndiGo,11:25,15:50,4h 25m,1 Stop,Mumbai,Bangalore,6E-179/381,"11,876"
1314,Go First,12:00,22:20,10h 20m,1 Stop,Mumbai,Bangalore,G8-2504/804,"11,901"
1315,IndiGo,16:05,21:35,5h 30m,1 Stop,Mumbai,Bangalore,6E-5314/285,"12,033"
1316,IndiGo,07:15,13:10,5h 55m,1 Stop,Mumbai,Bangalore,6E-818/827,"12,033"
1317,IndiGo,15:25,22:20,6h 55m,1 Stop,Mumbai,Bangalore,6E-5337/6225,"12,086"
1318,Vistara,11:25,16:00,4h 35m,1 Stop,Mumbai,Bangalore,UK-841/868,"12,138"
1319,Vistara,22:45,09:00,10h 15m,1 Stop,Mumbai,Bangalore,UK-986/811,"12,193"
1320,Vistara,21:55,09:00,11h 05m,1 Stop,Mumbai,Bangalore,UK-950/811,"12,193"
1321,Vistara,15:45,09:00,17h 15m,1 Stop,Mumbai,Bangalore,UK-902/811,"12,193"
1322,Vistara,14:40,09:00,18h 20m,1 Stop,Mumbai,Bangalore,UK-944/811,"12,193"
1323,Vistara,06:30,09:00,26h 30m,1 Stop,Mumbai,Bangalore,UK-928/811,"12,193"
1324,Vistara,06:00,09:00,27h 00m,1 Stop,Mumbai,Bangalore,UK-954/811,"12,193"
1325,Vistara,17:35,09:00,15h 25m,1 Stop,Mumbai,Bangalore,UK-910/811,"12,949"
1326,Vistara,12:25,09:00,20h 35m,1 Stop,Mumbai,Bangalore,UK-952/811,"12,949"
1327,Vistara,11:55,09:00,21h 05m,1 Stop,Mumbai,Bangalore,UK-960/811,"12,949"
1328,Air Asia,12:25,00:05,11h 40m,1 Stop,Mumbai,Bangalore,I5-629/1130,"13,084"
1329,Air India,20:10,17:55,21h 45m,2 Stop(s),Mumbai,Bangalore,AI-619/507,"13,188"
1330,Go First,22:30,10:10,11h 40m,1 Stop,Mumbai,Bangalore,G8-363/802,"13,687"
1331,Vistara,22:45,10:50,12h 05m,1 Stop,Mumbai,Bangalore,UK-986/815,"13,705"
1332,Vistara,21:55,10:50,12h 55m,1 Stop,Mumbai,Bangalore,UK-950/815,"13,705"
1333,Vistara,22:45,11:50,13h 05m,1 Stop,Mumbai,Bangalore,UK-986/801,"13,705"
1334,Vistara,21:55,11:50,13h 55m,1 Stop,Mumbai,Bangalore,UK-950/801,"13,705"
1335,Vistara,15:45,11:50,20h 05m,1 Stop,Mumbai,Bangalore,UK-902/801,"13,705"
1336,Go First,05:40,15:10,9h 30m,1 Stop,Mumbai,Bangalore,G8-390/3122,"13,897"
1337,Air India,18:00,16:15,22h 15m,1 Stop,Mumbai,Bangalore,AI-660/502,"13,937"
1338,Air India,16:00,16:15,24h 15m,1 Stop,Mumbai,Bangalore,AI-687/502,"13,937"
1339,IndiGo,15:25,19:55,4h 30m,1 Stop,Mumbai,Bangalore,6E-5337/189,"13,976"
1340,SpiceJet,19:35,09:00,13h 25m,1 Stop,Mumbai,Bangalore,SG-8158/191,"14,355"
1341,SpiceJet,07:20,09:00,25h 40m,1 Stop,Mumbai,Bangalore,SG-8152/191,"14,355"
1342,IndiGo,09:10,17:25,8h 15m,1 Stop,Mumbai,Bangalore,6E-5291/532,"14,742"
1343,Go First,00:10,08:35,8h 25m,1 Stop,Mumbai,Bangalore,G8-330/113,"14,947"
1344,Go First,21:30,08:35,11h 05m,1 Stop,Mumbai,Bangalore,G8-322/113,"14,947"
1345,Go First,18:00,08:35,14h 35m,1 Stop,Mumbai,Bangalore,G8-339/113,"14,947"
1346,Go First,21:45,08:35,10h 50m,1 Stop,Mumbai,Bangalore,G8-520/789,"14,973"
1347,IndiGo,11:45,19:40,7h 55m,1 Stop,Mumbai,Bangalore,6E-5399/388,"15,236"
1348,SpiceJet,00:35,22:30,21h 55m,1 Stop,Mumbai,Bangalore,SG-712/537,"15,393"
1349,SpiceJet,16:55,19:25,26h 30m,1 Stop,Mumbai,Bangalore,SG-3003/3024,"15,449"
1350,IndiGo,12:50,19:40,6h 50m,1 Stop,Mumbai,Bangalore,6E-6348/388,"15,761"
1351,Go First,10:30,20:55,10h 25m,1 Stop,Mumbai,Bangalore,G8-351/874,"15,813"
1352,SpiceJet,14:25,20:40,6h 15m,1 Stop,Mumbai,Bangalore,SG-923/767,"16,174"
1353,SpiceJet,12:25,14:05,25h 40m,1 Stop,Mumbai,Bangalore,SG-113/494,"16,338"
1354,Air India,05:45,00:05,18h 20m,2 Stop(s),Mumbai,Bangalore,AI-633/482/504,"16,844"
1355,Air India,16:00,00:20,8h 20m,2 Stop(s),Mumbai,Bangalore,AI-687/811/566,"16,971"
1356,Air India,13:00,00:20,11h 20m,2 Stop(s),Mumbai,Bangalore,AI-677/811/566,"16,971"
1357,Air India,08:55,00:20,15h 25m,2 Stop(s),Mumbai,Bangalore,AI-806/431/566,"16,971"
1358,Air India,08:55,00:20,15h 25m,2 Stop(s),Mumbai,Bangalore,AI-806/811/566,"16,971"
1359,Air India,07:05,00:20,17h 15m,3 Stop(s),Mumbai,Bangalore,AI-635/431/566,"16,971"
1360,Air India,07:05,00:20,17h 15m,3 Stop(s),Mumbai,Bangalore,AI-635/811/566,"16,971"
1361,Air India,07:00,00:20,17h 20m,2 Stop(s),Mumbai,Bangalore,AI-864/431/566,"16,971"
1362,Air India,07:00,00:20,17h 20m,2 Stop(s),Mumbai,Bangalore,AI-864/811/566,"16,971"
1363,Air India,18:00,"00:20
+ 2 days",30h 20m,2 Stop(s),Mumbai,Bangalore,AI-660/811/566,"17,181"
1364,Air India,15:25,"00:20
+ 2 days",32h 55m,3 Stop(s),Mumbai,Bangalore,AI-442/811/566,"17,181"
1365,SpiceJet,07:20,22:30,15h 10m,1 Stop,Mumbai,Bangalore,SG-8152/537,"17,399"
1366,Vistara,22:45,21:50,23h 05m,2 Stop(s),Mumbai,Bangalore,UK-986/913/916,"17,611"
1367,Vistara,21:55,21:50,23h 55m,2 Stop(s),Mumbai,Bangalore,UK-950/913/916,"17,611"
1368,Vistara,15:45,21:50,30h 05m,2 Stop(s),Mumbai,Bangalore,UK-902/913/916,"17,611"
1369,Go First,12:45,20:55,8h 10m,1 Stop,Mumbai,Bangalore,G8-349/408,"17,623"
1370,Go First,14:35,23:20,8h 45m,1 Stop,Mumbai,Bangalore,G8-391/119,"18,092"
1371,Go First,09:55,23:20,13h 25m,1 Stop,Mumbai,Bangalore,G8-319/119,"18,092"
1372,IndiGo,17:25,22:15,4h 50m,1 Stop,Mumbai,Bangalore,6E-5395/472,"18,228"
1373,Vistara,06:00,11:50,5h 50m,1 Stop,Mumbai,Bangalore,UK-954/801,"18,963"
1374,IndiGo,11:00,19:00,8h 00m,1 Stop,Mumbai,Bangalore,6E-5343/6676,"18,963"
1375,Vistara,12:25,18:50,6h 25m,1 Stop,Mumbai,Bangalore,UK-952/817,"19,488"
1376,Vistara,11:55,18:50,6h 55m,1 Stop,Mumbai,Bangalore,UK-960/817,"19,488"
1377,Vistara,10:25,17:05,6h 40m,1 Stop,Mumbai,Bangalore,UK-994/819,"22,113"
1378,Go First,10:50,17:25,6h 35m,1 Stop,Mumbai,Bangalore,G8-306/806,"22,495"
1379,Air India,21:05,10:55,13h 50m,1 Stop,Mumbai,Bangalore,AI-774/771,"23,268"
1380,Vistara,06:00,18:15,12h 15m,1 Stop,Mumbai,Bangalore,UK-653/658,"23,583"
1381,SpiceJet,08:20,15:25,7h 05m,1 Stop,Mumbai,Bangalore,SG-115/694,"40,150"
1382,Alliance Air,19:05,20:25,1h 20m,Non Stop,Mumbai,Goa,9I-657,"4,998"
1383,Go First,05:00,06:10,1h 10m,Non Stop,Mumbai,Goa,G8-575,"5,102"
1384,Go First,22:05,23:35,1h 30m,Non Stop,Mumbai,Goa,G8-384,"5,102"
1385,IndiGo,22:20,23:20,1h 00m,Non Stop,Mumbai,Goa,6E-977,"5,103"
1386,Air India,05:05,06:20,1h 15m,Non Stop,Mumbai,Goa,AI-685,"5,103"
1387,IndiGo,04:55,06:15,1h 20m,Non Stop,Mumbai,Goa,6E-128,"5,103"
1388,Air India,21:00,22:20,1h 20m,Non Stop,Mumbai,Goa,AI-683,"5,103"
1389,Air Asia,20:40,22:00,1h 20m,Non Stop,Mumbai,Goa,I5-679,"5,155"
1390,Air India,13:25,14:35,1h 10m,Non Stop,Mumbai,Goa,AI-663,"5,418"
1391,SpiceJet,15:35,17:05,1h 30m,Non Stop,Mumbai,Goa,SG-455,"5,838"
1392,IndiGo,14:00,15:15,1h 15m,Non Stop,Mumbai,Goa,6E-711,"6,363"
1393,IndiGo,16:55,18:10,1h 15m,Non Stop,Mumbai,Goa,6E-399,"6,363"
1394,SpiceJet,11:15,12:55,1h 40m,Non Stop,Mumbai,Goa,SG-488,"6,678"
1395,Go First,11:30,12:45,1h 15m,Non Stop,Mumbai,Goa,G8-331,"6,782"
1396,Go First,15:20,16:40,1h 20m,Non Stop,Mumbai,Goa,G8-382,"6,782"
1397,IndiGo,11:25,12:40,1h 15m,Non Stop,Mumbai,Goa,6E-179,"7,203"
1398,Vistara,11:25,12:45,1h 20m,Non Stop,Mumbai,Goa,UK-841,"7,413"
1399,Go First,18:15,06:15,12h 00m,1 Stop,Mumbai,Goa,G8-510/813,"10,230"
1400,Go First,12:00,20:30,8h 30m,1 Stop,Mumbai,Goa,G8-2504/1914,"10,851"
1401,Go First,06:55,20:30,13h 35m,1 Stop,Mumbai,Goa,G8-365/1914,"12,007"
1402,Air Asia,18:10,06:40,12h 30m,1 Stop,Mumbai,Goa,I5-338/818,"12,768"
1403,Go First,13:00,16:55,3h 55m,1 Stop,Mumbai,Goa,G8-383/285,"13,399"
1404,Go First,06:10,16:55,10h 45m,1 Stop,Mumbai,Goa,G8-317/285,"13,399"
1405,Vistara,06:00,14:05,8h 05m,1 Stop,Mumbai,Goa,UK-845/867,"13,818"
1406,Vistara,07:00,14:05,7h 05m,1 Stop,Mumbai,Goa,UK-851/867,"14,343"
1407,Air India,07:05,00:40,17h 35m,2 Stop(s),Mumbai,Goa,AI-635/883,"14,448"
1408,Go First,05:55,13:20,7h 25m,1 Stop,Mumbai,Goa,G8-329/286,"14,947"
1409,Go First,14:35,23:10,8h 35m,1 Stop,Mumbai,Goa,G8-391/194,"14,947"
1410,Go First,00:10,13:20,13h 10m,1 Stop,Mumbai,Goa,G8-330/286,"14,947"
1411,Go First,09:55,23:10,13h 15m,1 Stop,Mumbai,Goa,G8-319/194,"14,947"
1412,Go First,08:15,23:10,14h 55m,1 Stop,Mumbai,Goa,G8-327/194,"14,947"
1413,Go First,21:30,13:20,15h 50m,1 Stop,Mumbai,Goa,G8-322/286,"14,947"
1414,Air India,07:00,13:35,6h 35m,1 Stop,Mumbai,Goa,AI-864/885,"15,078"
1415,Vistara,14:40,21:20,6h 40m,1 Stop,Mumbai,Goa,UK-944/855,"15,078"
1416,Air India,18:00,00:40,6h 40m,1 Stop,Mumbai,Goa,AI-660/883,"15,078"
1417,Air India,16:00,00:40,8h 40m,1 Stop,Mumbai,Goa,AI-687/883,"15,078"
1418,Air India,15:25,00:40,9h 15m,2 Stop(s),Mumbai,Goa,AI-442/883,"15,078"
1419,Air India,13:00,00:40,11h 40m,1 Stop,Mumbai,Goa,AI-677/883,"15,078"
1420,Vistara,06:30,21:20,14h 50m,1 Stop,Mumbai,Goa,UK-928/855,"15,078"
1421,Vistara,06:00,21:20,15h 20m,1 Stop,Mumbai,Goa,UK-954/855,"15,078"
1422,Air India,08:55,00:40,15h 45m,1 Stop,Mumbai,Goa,AI-806/883,"15,078"
1423,Air India,07:00,00:40,17h 40m,1 Stop,Mumbai,Goa,AI-864/883,"15,078"
1424,Vistara,22:45,21:20,22h 35m,1 Stop,Mumbai,Goa,UK-986/855,"15,078"
1425,Vistara,21:55,21:20,23h 25m,1 Stop,Mumbai,Goa,UK-950/855,"15,078"
1426,Air India,07:05,13:35,30h 30m,2 Stop(s),Mumbai,Goa,AI-635/885,"15,498"
1427,Vistara,12:25,21:20,8h 55m,1 Stop,Mumbai,Goa,UK-952/855,"15,603"
1428,Vistara,11:55,21:20,9h 25m,1 Stop,Mumbai,Goa,UK-960/855,"15,603"
1429,Vistara,17:35,21:20,27h 45m,1 Stop,Mumbai,Goa,UK-910/855,"15,603"
1430,Air India,18:00,13:35,19h 35m,1 Stop,Mumbai,Goa,AI-660/885,"16,128"
1431,Air India,16:00,13:35,21h 35m,1 Stop,Mumbai,Goa,AI-687/885,"16,128"
1432,Air India,13:00,13:35,24h 35m,1 Stop,Mumbai,Goa,AI-677/885,"16,128"
1433,Air India,08:55,13:35,28h 40m,1 Stop,Mumbai,Goa,AI-806/885,"16,128"
1434,Air India,18:35,13:35,19h 00m,2 Stop(s),Mumbai,Goa,AI-637/532/885,"16,352"
1435,Air India,18:35,"00:40
+ 2 days",30h 05m,2 Stop(s),Mumbai,Goa,AI-637/532/883,"16,352"
1436,Vistara,09:05,14:05,5h 00m,1 Stop,Mumbai,Goa,UK-863/867,"16,968"
1437,SpiceJet,20:35,12:40,16h 05m,1 Stop,Mumbai,Goa,SG-2697/3419,"17,630"
1438,Vistara,06:30,13:50,7h 20m,1 Stop,Mumbai,Goa,UK-928/847,"17,913"
1439,Vistara,06:00,13:50,7h 50m,1 Stop,Mumbai,Goa,UK-954/847,"17,913"
1440,Vistara,07:30,21:20,13h 50m,1 Stop,Mumbai,Goa,UK-930/855,"18,018"
1441,Vistara,10:25,21:20,10h 55m,1 Stop,Mumbai,Goa,UK-994/855,"18,228"
1442,Vistara,16:00,14:05,22h 05m,1 Stop,Mumbai,Goa,UK-853/867,"18,333"
1443,Vistara,08:45,21:20,12h 35m,1 Stop,Mumbai,Goa,UK-970/855,"18,543"
1444,Vistara,19:45,21:20,25h 35m,1 Stop,Mumbai,Goa,UK-940/855,"18,753"
1445,Vistara,18:30,21:20,26h 50m,1 Stop,Mumbai,Goa,UK-996/855,"18,753"
1446,Air India,05:45,00:40,18h 55m,2 Stop(s),Mumbai,Goa,AI-633/482/883,"18,825"
1447,Vistara,17:30,14:05,20h 35m,1 Stop,Mumbai,Goa,UK-849/867,"19,383"
1448,Vistara,06:00,21:20,15h 20m,2 Stop(s),Mumbai,Goa,UK-845/816/855,"19,417"
1449,Vistara,06:00,21:20,39h 20m,2 Stop(s),Mumbai,Goa,UK-845/814/855,"19,417"
1450,Vistara,22:45,13:50,15h 05m,1 Stop,Mumbai,Goa,UK-986/847,"19,803"
1451,Vistara,21:55,13:50,15h 55m,1 Stop,Mumbai,Goa,UK-950/847,"19,803"
1452,Vistara,15:45,13:50,22h 05m,1 Stop,Mumbai,Goa,UK-902/847,"19,803"
1453,Vistara,21:30,14:05,16h 35m,1 Stop,Mumbai,Goa,UK-857/867,"19,908"
1454,Vistara,07:00,21:20,14h 20m,2 Stop(s),Mumbai,Goa,UK-851/816/855,"19,942"
1455,Vistara,16:00,21:20,29h 20m,2 Stop(s),Mumbai,Goa,UK-853/814/855,"19,942"
1456,Vistara,07:00,21:20,38h 20m,2 Stop(s),Mumbai,Goa,UK-851/814/855,"19,942"
1457,Vistara,17:35,13:50,20h 15m,1 Stop,Mumbai,Goa,UK-910/847,"20,328"
1458,Vistara,06:00,21:20,15h 20m,2 Stop(s),Mumbai,Goa,UK-845/806/855,"20,761"
1459,Vistara,07:30,13:50,6h 20m,1 Stop,Mumbai,Goa,UK-930/847,"20,853"
1460,Vistara,17:30,21:20,27h 50m,2 Stop(s),Mumbai,Goa,UK-849/814/855,"20,992"
1461,Vistara,07:00,21:20,14h 20m,2 Stop(s),Mumbai,Goa,UK-851/806/855,"21,286"
1462,Vistara,09:05,21:20,12h 15m,2 Stop(s),Mumbai,Goa,UK-863/816/855,"22,567"
1463,Vistara,09:05,21:20,36h 15m,2 Stop(s),Mumbai,Goa,UK-863/814/855,"22,567"
1464,Vistara,19:10,14:05,18h 55m,1 Stop,Mumbai,Goa,UK-865/867,"22,638"
1465,Vistara,19:45,13:50,18h 05m,1 Stop,Mumbai,Goa,UK-940/847,"22,953"
1466,Vistara,18:30,13:50,19h 20m,1 Stop,Mumbai,Goa,UK-996/847,"22,953"
1467,Vistara,22:45,14:05,15h 20m,2 Stop(s),Mumbai,Goa,UK-986/811/867,"23,743"
1468,Vistara,21:55,14:05,16h 10m,2 Stop(s),Mumbai,Goa,UK-950/811/867,"23,743"
1469,IndiGo,00:20,02:10,1h 50m,Non Stop,Mumbai,Chennai,6E-6094,"7,308"
1470,IndiGo,22:15,00:05,1h 50m,Non Stop,Mumbai,Chennai,6E-5279,"7,308"
1471,IndiGo,05:35,07:30,1h 55m,Non Stop,Mumbai,Chennai,6E-136,"7,308"
1472,SpiceJet,19:35,21:30,1h 55m,Non Stop,Mumbai,Chennai,SG-251,"7,308"
1473,Air India,05:25,07:25,2h 00m,Non Stop,Mumbai,Chennai,AI-570,"7,308"
1474,Go First,05:45,07:45,2h 00m,Non Stop,Mumbai,Chennai,G8-305,"7,308"
1475,IndiGo,10:15,12:15,2h 00m,Non Stop,Mumbai,Chennai,6E-5307,"7,308"
1476,IndiGo,16:45,18:45,2h 00m,Non Stop,Mumbai,Chennai,6E-5277,"7,308"
1477,SpiceJet,00:35,08:50,8h 15m,1 Stop,Mumbai,Chennai,SG-712/8107,"7,308"
1478,SpiceJet,06:10,18:20,12h 10m,1 Stop,Mumbai,Chennai,SG-241/626,"7,308"
1479,SpiceJet,16:00,08:50,16h 50m,1 Stop,Mumbai,Chennai,SG-8702/8107,"7,308"
1480,SpiceJet,06:10,23:50,17h 40m,1 Stop,Mumbai,Chennai,SG-241/387,"7,308"
1481,SpiceJet,00:35,21:10,20h 35m,1 Stop,Mumbai,Chennai,SG-712/8103,"7,308"
1482,SpiceJet,20:50,18:20,21h 30m,1 Stop,Mumbai,Chennai,SG-467/626,"7,308"
1483,SpiceJet,20:50,23:50,27h 00m,1 Stop,Mumbai,Chennai,SG-467/387,"7,308"
1484,IndiGo,09:00,11:15,2h 15m,Non Stop,Mumbai,Chennai,6E-908,"7,518"
1485,Vistara,06:45,08:50,2h 05m,Non Stop,Mumbai,Chennai,UK-821,"7,833"
1486,Vistara,09:45,11:50,2h 05m,Non Stop,Mumbai,Chennai,UK-825,"7,833"
1487,IndiGo,15:25,17:20,1h 55m,Non Stop,Mumbai,Chennai,6E-5337,"7,938"
1488,Vistara,17:50,19:50,2h 00m,Non Stop,Mumbai,Chennai,UK-823,"8,358"
1489,IndiGo,19:40,21:35,1h 55m,Non Stop,Mumbai,Chennai,6E-5231,"9,251"
1490,Air Asia,18:10,08:15,14h 05m,1 Stop,Mumbai,Chennai,I5-338/1530,"9,300"
1491,IndiGo,19:55,00:25,4h 30m,1 Stop,Mumbai,Chennai,6E-192/6007,"9,723"
1492,IndiGo,09:00,15:10,6h 10m,1 Stop,Mumbai,Chennai,6E-6603/514,"9,723"
1493,IndiGo,18:05,00:25,6h 20m,1 Stop,Mumbai,Chennai,6E-5386/6007,"9,723"
1494,IndiGo,11:10,17:35,6h 25m,1 Stop,Mumbai,Chennai,6E-6697/668,"9,723"
1495,IndiGo,17:15,00:25,7h 10m,1 Stop,Mumbai,Chennai,6E-5388/6007,"9,723"
1496,IndiGo,16:05,20:15,4h 10m,1 Stop,Mumbai,Chennai,6E-5314/6174,"10,091"
1497,IndiGo,07:45,12:10,4h 25m,1 Stop,Mumbai,Chennai,6E-6293/6212,"10,353"
1498,IndiGo,06:05,10:50,4h 45m,1 Stop,Mumbai,Chennai,6E-5352/541,"10,353"
1499,IndiGo,09:55,15:55,6h 00m,1 Stop,Mumbai,Chennai,6E-6478/841,"10,353"
1500,IndiGo,06:05,12:10,6h 05m,1 Stop,Mumbai,Chennai,6E-5352/6212,"10,353"
1501,IndiGo,06:05,11:25,5h 20m,1 Stop,Mumbai,Chennai,6E-461/6151,"10,406"
1502,IndiGo,11:45,15:55,4h 10m,1 Stop,Mumbai,Chennai,6E-5382/841,"10,511"
1503,IndiGo,07:00,12:10,5h 10m,1 Stop,Mumbai,Chennai,6E-6463/6212,"10,511"
1504,IndiGo,11:45,18:30,6h 45m,1 Stop,Mumbai,Chennai,6E-5382/356,"10,511"
1505,IndiGo,08:30,15:55,7h 25m,1 Stop,Mumbai,Chennai,6E-5287/841,"10,511"
1506,Air India,18:00,08:55,14h 55m,1 Stop,Mumbai,Chennai,AI-660/439,"10,703"
1507,Air India,16:00,08:55,16h 55m,1 Stop,Mumbai,Chennai,AI-687/439,"10,703"
1508,Air India,15:25,08:55,17h 30m,2 Stop(s),Mumbai,Chennai,AI-442/439,"10,703"
1509,Air India,13:00,08:55,19h 55m,1 Stop,Mumbai,Chennai,AI-677/439,"10,703"
1510,Air India,08:55,08:55,24h 00m,1 Stop,Mumbai,Chennai,AI-806/439,"10,703"
1511,Air India,07:05,08:55,25h 50m,2 Stop(s),Mumbai,Chennai,AI-635/439,"10,703"
1512,IndiGo,14:40,18:30,3h 50m,1 Stop,Mumbai,Chennai,6E-219/356,"10,773"
1513,IndiGo,18:05,22:05,4h 00m,1 Stop,Mumbai,Chennai,6E-5386/6216,"11,456"
1514,IndiGo,17:15,22:05,4h 50m,1 Stop,Mumbai,Chennai,6E-5388/6216,"11,456"
1515,IndiGo,11:45,19:40,7h 55m,1 Stop,Mumbai,Chennai,6E-5382/6017,"11,561"
1516,Air India,16:00,23:35,7h 35m,1 Stop,Mumbai,Chennai,AI-687/540,"11,627"
1517,Air India,15:25,23:35,8h 10m,2 Stop(s),Mumbai,Chennai,AI-442/540,"11,627"
1518,Air India,13:00,23:35,10h 35m,1 Stop,Mumbai,Chennai,AI-677/540,"11,627"
1519,Air India,08:55,23:35,14h 40m,1 Stop,Mumbai,Chennai,AI-806/540,"11,627"
1520,Air India,07:05,23:35,16h 30m,2 Stop(s),Mumbai,Chennai,AI-635/540,"11,627"
1521,IndiGo,14:40,19:40,5h 00m,1 Stop,Mumbai,Chennai,6E-219/6017,"11,823"
1522,IndiGo,16:05,22:05,6h 00m,1 Stop,Mumbai,Chennai,6E-5314/6216,"11,823"
1523,IndiGo,07:15,15:10,7h 55m,1 Stop,Mumbai,Chennai,6E-818/514,"11,981"
1524,IndiGo,14:40,20:55,6h 15m,1 Stop,Mumbai,Chennai,6E-219/478,"12,243"
1525,IndiGo,07:15,11:25,4h 10m,1 Stop,Mumbai,Chennai,6E-818/6151,"12,663"
1526,IndiGo,16:55,21:20,4h 25m,1 Stop,Mumbai,Chennai,6E-399/5029,"12,821"
1527,IndiGo,14:00,21:20,7h 20m,1 Stop,Mumbai,Chennai,6E-711/5029,"12,821"
1528,Vistara,15:45,22:45,7h 00m,1 Stop,Mumbai,Chennai,UK-902/835,"13,705"
1529,Vistara,14:40,22:45,8h 05m,1 Stop,Mumbai,Chennai,UK-944/835,"13,705"
1530,Vistara,12:25,22:45,10h 20m,1 Stop,Mumbai,Chennai,UK-952/835,"13,705"
1531,Vistara,11:55,22:45,10h 50m,1 Stop,Mumbai,Chennai,UK-960/835,"13,705"
1532,Vistara,06:30,22:45,16h 15m,1 Stop,Mumbai,Chennai,UK-928/835,"13,705"
1533,Vistara,06:00,22:45,16h 45m,1 Stop,Mumbai,Chennai,UK-954/835,"13,705"
1534,Vistara,22:45,16:20,17h 35m,1 Stop,Mumbai,Chennai,UK-986/839,"13,705"
